league,club,club_tm_id,player,player_tm_id,dob,position,shirt_number,joined,contract_until,change_notes,profile_url,source_status,database_action,source,source_sha256,snapshot_date
ENG1,AFC Bournemouth,989,Max Aarons,471690,2000-01-04,Rechter Verteidiger,28,2023-08-10,2029-06-30,"[""Rückkehr nach Leihe von: Glasgow Rangers; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/max-aarons/profil/spieler/471690,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Adam Smith,61841,1991-04-29,Rechter Verteidiger,15,2014-01-28,2027-06-30,[],https://www.transfermarkt.de/adam-smith/profil/spieler/61841,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Tyler Adams,332705,1999-02-14,Defensives Mittelfeld,12,2023-08-20,2028-06-30,[],https://www.transfermarkt.de/tyler-adams/profil/spieler/332705,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Ben Winterburn,854721,2004-09-04,Defensives Mittelfeld,47,2025-01-01,2027-06-30,"[""Rückkehr nach Leihe von: FC Barnet; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/ben-winterburn/profil/spieler/854721,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Alex Scott,855256,2003-08-21,Zentrales Mittelfeld,8,2023-08-10,2028-06-30,[],https://www.transfermarkt.de/alex-scott/profil/spieler/855256,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Alex Tóth,998101,2005-10-23,Zentrales Mittelfeld,27,2026-01-20,2031-06-30,[],https://www.transfermarkt.de/alex-toth/profil/spieler/998101,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Lewis Cook,249089,1997-02-03,Zentrales Mittelfeld,4,2016-07-08,2028-06-30,[],https://www.transfermarkt.de/lewis-cook/profil/spieler/249089,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Ryan Christie,188077,1995-02-22,Zentrales Mittelfeld,10,2021-08-31,2029-06-30,[],https://www.transfermarkt.de/ryan-christie/profil/spieler/188077,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Marcus Tavernier,399434,1999-03-22,Offensives Mittelfeld,16,2022-08-01,2029-06-30,[],https://www.transfermarkt.de/marcus-tavernier/profil/spieler/399434,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Justin Kluivert,330659,1999-05-05,Offensives Mittelfeld,19,2023-07-01,2028-06-30,[],https://www.transfermarkt.de/justin-kluivert/profil/spieler/330659,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Amine Adli,532776,2000-05-10,Linksaußen,21,2025-08-21,2030-06-30,[],https://www.transfermarkt.de/amine-adli/profil/spieler/532776,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Rayan,1012564,2006-08-03,Rechtsaußen,37,2026-01-27,2031-06-30,[],https://www.transfermarkt.de/rayan/profil/spieler/1012564,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Ben Gannon-Doak,719673,2005-11-11,Rechtsaußen,11,2025-08-18,2030-06-30,[],https://www.transfermarkt.de/ben-gannon-doak/profil/spieler/719673,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,David Brooks,277033,1997-07-08,Rechtsaußen,7,2018-07-01,2029-06-30,[],https://www.transfermarkt.de/david-brooks/profil/spieler/277033,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Junior Kroupi,955357,2006-06-23,Mittelstürmer,22,2025-02-03,2030-06-30,[],https://www.transfermarkt.de/junior-kroupi/profil/spieler/955357,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Evanilson,711337,1999-10-06,Mittelstürmer,9,2024-08-16,2029-06-30,[],https://www.transfermarkt.de/evanilson/profil/spieler/711337,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Álvaro Rodríguez,948275,2004-07-14,Mittelstürmer,30,2026-07-14,,"[""Neuzugang von: FC Elche; Datum: 14.07.2026; Ablöse: 25,00 Mio. €""]",https://www.transfermarkt.de/alvaro-rodriguez/profil/spieler/948275,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,AFC Bournemouth,989,Daniel Jebbison,746740,2003-08-13,Mittelstürmer,29,2024-07-10,2028-06-30,"[""Rückkehr nach Leihe von: Preston North End; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/daniel-jebbison/profil/spieler/746740,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
ENG1,Brentford,1148,Caoimhín Kelleher,340918,1998-11-23,Torwart,1,2025-07-01,2030-06-30,[],https://www.transfermarkt.de/caoimhin-kelleher/profil/spieler/340918,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Hákon Valdimarsson,488935,2001-10-13,Torwart,12,2024-01-26,2030-06-30,[],https://www.transfermarkt.de/hakon-valdimarsson/profil/spieler/488935,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Ellery Balcombe,456292,1999-10-15,Torwart,31,2018-07-01,2029-06-30,[],https://www.transfermarkt.de/ellery-balcombe/profil/spieler/456292,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Sepp van den Berg,541231,2001-12-20,Innenverteidiger,4,2024-08-22,2029-06-30,[],https://www.transfermarkt.de/sepp-van-den-berg/profil/spieler/541231,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Nathan Collins,469050,2001-04-30,Innenverteidiger,22,2023-07-04,2029-06-30,[],https://www.transfermarkt.de/nathan-collins/profil/spieler/469050,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Kristoffer Ajer,328658,1998-04-17,Innenverteidiger,20,2021-07-21,2030-06-30,[],https://www.transfermarkt.de/kristoffer-ajer/profil/spieler/328658,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Jannik Schuster,915418,2006-05-16,Innenverteidiger,44,2026-07-01,2031-06-30,"[""Neuzugang von: FC Red Bull Salzburg; Datum: 01.07.2026; Ablöse: 18,00 Mio. €""]",https://www.transfermarkt.de/jannik-schuster/profil/spieler/915418,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Ji-soo Kim,709767,2004-12-24,Innenverteidiger,36,2024-07-01,2027-06-30,"[""Rückkehr nach Leihe von: 1.FC Kaiserslautern; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/ji-soo-kim/profil/spieler/709767,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Benjamin Fredrick,1071138,2005-05-28,Innenverteidiger,48,2026-07-10,2030-06-30,"[""Interner Wechsel: FC Brentford B; Datum: 10.07.2026""]",https://www.transfermarkt.de/benjamin-fredrick/profil/spieler/1071138,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,El Hadji Malick Diouf,1111589,2004-12-29,Linker Verteidiger,25,2026-08-28,2031-06-30,"[""Neuzugang von: West Ham United; Datum: 28.08.2026; Ablöse: 40,80 Mio. €""]",https://www.transfermarkt.de/el-hadji-malick-diouf/profil/spieler/1111589,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Rico Henry,339556,1997-07-08,Linker Verteidiger,3,2016-08-31,2027-06-30,[],https://www.transfermarkt.de/rico-henry/profil/spieler/339556,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Michael Kayode,823486,2004-07-10,Rechter Verteidiger,33,2025-07-01,2032-06-30,[],https://www.transfermarkt.de/michael-kayode/profil/spieler/823486,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Aaron Hickey,591949,2002-06-10,Rechter Verteidiger,2,2022-07-09,2028-06-30,[],https://www.transfermarkt.de/aaron-hickey/profil/spieler/591949,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Vitaly Janelt,270171,1998-05-10,Defensives Mittelfeld,27,2020-10-03,2030-06-30,[],https://www.transfermarkt.de/vitaly-janelt/profil/spieler/270171,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Mamadou Sangaré,808348,2002-06-26,Zentrales Mittelfeld,18,2026-08-01,2031-06-30,"[""Neuzugang von: RC Lens; Datum: 01.08.2026; Ablöse: 48,00 Mio. €""]",https://www.transfermarkt.de/mamadou-sangare/profil/spieler/808348,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Yegor Yarmolyuk,717411,2004-03-01,Zentrales Mittelfeld,6,2023-07-01,2031-06-30,[],https://www.transfermarkt.de/yegor-yarmolyuk/profil/spieler/717411,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Mathias Jensen,319859,1996-01-01,Zentrales Mittelfeld,8,2019-07-10,2027-06-30,[],https://www.transfermarkt.de/mathias-jensen/profil/spieler/319859,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Josh Dasilva,340321,1998-10-23,Zentrales Mittelfeld,10,2025-10-23,2027-06-30,[],https://www.transfermarkt.de/josh-dasilva/profil/spieler/340321,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Keane Lewis-Potter,644401,2001-02-22,Linkes Mittelfeld,23,2022-07-12,2031-06-30,[],https://www.transfermarkt.de/keane-lewis-potter/profil/spieler/644401,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Mikkel Damsgaard,540941,2000-07-03,Offensives Mittelfeld,24,2022-08-10,2030-06-30,[],https://www.transfermarkt.de/mikkel-damsgaard/profil/spieler/540941,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Antoni Milambo,683620,2005-04-03,Offensives Mittelfeld,17,2025-07-03,2030-06-30,[],https://www.transfermarkt.de/antoni-milambo/profil/spieler/683620,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Fábio Carvalho,559263,2002-08-30,Offensives Mittelfeld,14,2024-08-12,2029-06-30,[],https://www.transfermarkt.de/fabio-carvalho/profil/spieler/559263,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Kevin Schade,473050,2001-11-27,Linksaußen,7,2023-07-01,2028-06-30,[],https://www.transfermarkt.de/kevin-schade/profil/spieler/473050,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Jaidon Anthony,684210,1999-12-01,Linksaußen,19,2026-07-07,2030-06-30,"[""Neuzugang von: FC Burnley; Datum: 07.07.2026; Ablöse: 17,50 Mio. €""]",https://www.transfermarkt.de/jaidon-anthony/profil/spieler/684210,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Gustavo Nunes,1086375,2005-11-20,Linksaußen,39,2024-08-28,2030-06-30,"[""Rückkehr nach Leihe von: Swansea City; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/gustavo-nunes/profil/spieler/1086375,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Dango Ouattara,823231,2002-02-11,Rechtsaußen,11,2025-08-16,2030-06-30,[],https://www.transfermarkt.de/dango-ouattara/profil/spieler/823231,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Igor Thiago,739443,2001-06-26,Mittelstürmer,9,2024-07-01,2031-06-30,[],https://www.transfermarkt.de/igor-thiago/profil/spieler/739443,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Kaye Furo,1011936,2007-02-06,Mittelstürmer,47,2026-01-11,2031-06-30,[],https://www.transfermarkt.de/kaye-furo/profil/spieler/1011936,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brentford,1148,Callum Wilson,123682,1992-02-27,Mittelstürmer,13,2026-07-09,2027-06-30,"[""Neuzugang von: West Ham United; Datum: 09.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/callum-wilson/profil/spieler/123682,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,2026-09-12
ENG1,Brighton & Hove Albion,1237,Bart Verbruggen,565093,2002-08-18,Torwart,1,2023-07-03,2028-06-30,[],https://www.transfermarkt.de/bart-verbruggen/profil/spieler/565093,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,2026-09-12
ENG1,Brighton & Hove Albion,1237,Jason Steele,73564,1990-08-18,Torwart,23,2018-07-01,2027-06-30,[],https://www.transfermarkt.de/jason-steele/profil/spieler/73564,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,2026-09-12
ENG1,Brighton & Hove Albion,1237,Tom McGill,406556,2000-03-25,Torwart,38,2022-07-29,2027-06-30,[],https://www.transfermarkt.de/tom-mcgill/profil/spieler/406556,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,2026-09-12
ENG1,Brighton & Hove Albion,1237,Luka Vuskovic,892160,2007-02-24,Innenverteidiger,44,2026-07-14,2031-06-30,"[""Neuzugang von: Tottenham Hotspur; Datum: 14.07.2026; Ablöse: 54,00 Mio. €""]",https://www.transfermarkt.de/luka-vuskovic/profil/spieler/892160,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,2026-09-12
ENG1,Brighton & Hove Albion,1237,Pascal Struijk,410708,1999-08-11,Innenverteidiger,4,2026-07-01,2031-06-30,"[""Neuzugang von: Leeds United; Datum: 01.07.2026; Ablöse: 23,20 Mio. €""]",https://www.transfermarkt.de/pascal-struijk/profil/spieler/410708,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,2026-09-12
ENG1,Brighton & Hove Albion,1237,Olivier Boscagli,318508,1997-11-18,Innenverteidiger,21,2025-07-02,2030-06-30,[],https://www.transfermarkt.de/olivier-boscagli/profil/spieler/318508,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,2026-09-12
ENG1,Brighton & Hove Albion,1237,Lewis Dunk,148153,1991-11-21,Innenverteidiger,5,2010-07-01,2027-06-30,[],https://www.transfermarkt.de/lewis-dunk/profil/spieler/148153,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,2026-09-12
ENG1,Brighton & Hove Albion,1237,Michael Svoboda,438961,1998-10-15,Innenverteidiger,30,2026-07-02,2030-06-30,"[""Neuzugang von: Venezia FC; Datum: 02.07.2026; Ablöse: 5,00 Mio. €""]",https://www.transfermarkt.de/michael-svoboda/profil/spieler/438961,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,2026-09-12
ENG1,Brighton & Hove Albion,1237,Ferdi Kadıoğlu,369316,1999-10-07,Linker Verteidiger,24,2024-08-24,2028-06-30,[],https://www.transfermarkt.de/ferdi-kadioglu/profil/spieler/369316,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,2026-09-12
ENG1,Brighton & Hove Albion,1237,Maxim De Cuyper,429915,2000-12-22,Linker Verteidiger,29,2025-07-05,2030-06-30,[],https://www.transfermarkt.de/maxim-de-cuyper/profil/spieler/429915,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,2026-09-12
